book_id,publisher_id
45891343,19855
22924178,20645
50843,19792
18782545,20646
227481,19669
96334,19717
407234,20647
3094593,20647
15803037,19822
60200,19904
6048335,20648
18453458,20649
223556,20379
14009,19828
16176,20650
3576176,19668
9919,20333
1329570,20593
1488157,20134
40271,19658
4328472,20651
691014,20386
1241534,20287
7858034,20652
645260,20083
148208,20653
523795,20654
11657,19806
7686654,19749
389525,19866
7632310,19797
5979401,19785
4002159,20347
963680,20655
153612,20566
144006,19690
9550620,19881
10397655,20656
3929671,19935
824204,20657
51299,19806
562795,19770
28256439,20658
793298,19682
103525,19750
133547,20659
6681523,20660
106125,20462
215686,20295
157685,20191
23968,20661
7937510,20438
278794,19802
50221,19885
11290708,19716
19577,19793
10305231,19856
6796044,19847
987756,20662
156784,20663
12648447,19994
17832472,20664
15853208,20271
15993374,19741
6871031,20512
14015,20665
476733,19758
858719,19864
17449247,19800
10800955,19705
44882,20666
26044593,20394
7955881,20462
4929272,19792
18631820,20667
476909,20668
11256293,20669
10336669,20293
12260585,19665
9134923,19746
20943489,20670
90260,19780
6763730,19808
1408083,20671
11587338,20672
11288619,19917
8067414,20673
12392681,19792
18808407,20674
18798578,20675
13563068,20676
1228439,20677
23914209,20678
7933814,20092
157551,20679
15843286,20111
17289061,20680
22716194,19659
25573977,19699
18222699,19770
2310780,20681
43268360,20026
18514068,19786
3331431,20516
1320279,20351
28493748,20682
18710209,19855
30263024,20683
25564665,19959
1307,20684
26154406,19762
7864243,20685
313277,20686
741480,20687
27223433,20370
38300,19753
135060,20688
30969741,19791
815091,20300
36595101,20689
13107661,20690
32926344,20691
29233804,20341
7803294,20692
7670390,20242
39663233,20693
41150483,19778
25448304,20694
1482022,20695
202206,20696
71316,20697
17726,19700
349681,20698
175319,19729
30333,20157
154423,19785
169334,19967
13510645,19683
41502,19750
1268541,20699
7029933,20700
568093,20701
163330,19717
95242,19766
8529230,20702
6788533,20703
5982569,19736
301820,19785
846613,19747
1542405,20704
1542403,19686
7134201,19808
8752457,19793
28815371,19754
6041471,20705
5075964,20706
53927,20502
353342,19802
7544649,20341
42771754,19757
347698,19852
10669,19744
4465766,19922
7353219,19808
288962,19726
9757229,20707
1797166,20708
949709,20709
213206,20289
6708511,20710
13338730,20656
6952423,19724
96037,20711
3157876,19701
11010251,19682
87632,20712
10778,19822
13634880,20713
2712887,19891
1512007,20714
29923,19669
7507920,19750
156763,20715
13533758,19750
14686,19792
12924188,19750
47572,20247
698,20716
34605,19682
4857779,20717
13540215,19783
18080500,20718
815173,19717
6450060,19935
2182780,20719
18111173,19714
6600137,20720
18171248,20721
12924379,19802
13436384,20462
6929380,20722
7238737,20579
7743117,19668
16405,19717
8050771,20723
116925,20724
33139533,19757
17902141,19855
16240541,19800
1307394,20725
16074748,19713
969269,20630
18089942,20364
6393082,20249
18635113,19783
19081402,20726
1212868,19682
31602,20727
6729300,19713
897363,20728
17920175,20729
25785357,20610
18829666,20730
20613624,20477
25816163,19668
377254,20400
32324555,19789
1961314,19717
34037113,19935
30025336,20111
22429350,20553
35297394,19922
35820633,19742
26842622,19907
40128517,20731
26030734,19802
43582733,20046
1039182,20732
40916679,20733
42965318,20001
18743370,19742
31862,20297
2011,19658
348632,19774
833060,20734
68097,19717
199688,19866
135158,20735
6311614,19826
5841908,19780
98250,20736
6402991,19656
108713,20737
48203,20738
462658,20739
176755,19700
268437,19907
13486918,20621
123557,20161
5711749,20740
2726569,19866
315519,19737
3195992,20741
1975322,20742
6113697,20743
5178537,20744
906015,19907
657371,20601
7389741,19926
313631,19837
3235139,19724
287630,19706
715428,20745
880271,19783
841973,20746
2185736,19681
522782,19655
82104,20747
25843420,20748
7717938,20257
6556855,19922
12759057,20092
8526694,19797
4881647,19793
2024223,20749
613866,20555
6334523,20574
15985583,19960
7940589,20328
5762055,20750
6957498,19659
13271555,20751
6751761,20752
6066819,19967
240162,19770
243705,20338
125424,19724
1970449,20753
17915542,20754
1476260,20088
17560038,20755
5234145,20660
10479750,19750
22472,19915
857213,20756
11333934,20757
91487,20125
6130845,20758
1781673,20759
149049,19844
