book_id,listegenre
3103,"Classics, European Literature-British Literature, Fiction, GLBT-Queer, Historical, Historical-Historical Fiction, LGBT, LGBT-Gay, Novels, Romance"
3107,"Art, Cultural-Italy, Fiction, Historical-Historical Fiction, Writing-Books About Books"
3109,"Audiobook, Environment, Food and Drink-Cooking, Food and Drink-Food, Health, Health-Nutrition, History, Nonfiction, Politics, Science"
3110,"Audiobook, Autobiography-Memoir, Historical, History, Humor, Nonfiction, North American Hi...-American History, Politics, Travel, Writing-Essays"
3139,"Animals, Environment-Nature, Nonfiction, Science, Science-Biology"
3140,"Classics, Fiction, Historical-Historical Fiction"
3273,"Book Club, Fiction, Historical, Historical-Historical Fiction"
3275,"Contemporary, Fantasy, Fiction, Science Fiction, Science Fiction-Time Travel"
3281,"Biology-Neuroscience, Neuroscience-Brain, Nonfiction, Philosophy, Psychology, Science"
3291,"European Literature-Spanish Literature, Fiction, Magical Realism, Short Stories"
3300,"Fiction, Historical, Historical-Historical Fiction"
3304,"Adventure, Fantasy, Fiction, Young Adult"
3311,"Contemporary, Cultural-Canada, Fiction"
3326,"Childrens, Childrens-Middle Grade, European Literature-British Literature"
3378,"Contemporary, Cultural-Canada, Fiction, Novels"
3379,"Contemporary, Cultural-Canada, Fiction, Humor, Novels"
3381,"Adult Fiction, Audiobook, Contemporary, Cultural-Canada, Drama, Fiction, Literary Fiction, Literature, Novels, Young Adult"
3384,"Contemporary, Cultural-Canada, Fiction, Science Fiction"
3388,"Classics, Fiction, Historical, Historical-Historical Fiction, Romance, War"
3394,"Contemporary, Cultural-Latin American, Fantasy, Fiction, Historical-Historical Fiction, Humor, Literary Fiction, Literature, Magical Realism, War"
3398,"Fiction, Magical Realism"
3399,"Fiction, Historical, Historical-Historical Fiction, War"
3412,"Classics, Cultural-Australia, Fiction, Historical, Historical-Historical Fiction, Romance"
3416,"Fiction, Historical, Historical-Historical Fiction"
3417,"Fiction, Historical, Historical-Historical Fiction"
3420,"Cultural-Australia, Fiction, Historical, Historical-Historical Fiction"
3421,"Fiction, Historical, Historical-Historical Fiction"
3424,"Cultural-Italy, Fiction, Historical, Historical-Historical Fiction, History-Ancient History, Literature, Literature-Ancient, Novels, Roman, War"
3431,"Adult, Adult Fiction, Classics, Contemporary, Fantasy, Fiction, Inspirational, Novels, Philosophy, Spirituality"
3446,"Fiction, Historical-Historical Fiction, War"
3447,"Book Club, Contemporary, Fiction, Historical-Historical Fiction, Literary Fiction, Literature, Mystery, Novels, Thriller-Mystery Thriller, War"
3462,"Fiction, Romance"
3463,"Adult, Adult Fiction, Contemporary, Drama, Fiction, Love, Mystery, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
3464,"Adult, Adult Fiction, Audiobook, Contemporary, Fiction, Love, Mystery, Romance, Romance-Contemporary Romance, Womens Fiction-Chick Lit"
3465,"Adult, Audiobook, Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Nonfiction, Romance, Travel, Womens Fiction-Chick Lit"
3466,"Contemporary, Fiction, Romance, Womens Fiction-Chick Lit"
3467,"Fantasy, Fiction, Science Fiction, Science Fiction-Dystopia, Young Adult"
3478,"Contemporary, Fiction, Romance, Womens Fiction-Chick Lit"
3483,"Adult Fiction, Contemporary, Fiction, Literary Fiction, Literature, Mystery, Novels, Thriller-Mystery Thriller, Young Adult, Young Adult-Coming Of Age"
3507,"Fiction, Humor, Mystery, Romance, Womens Fiction-Chick Lit"
3526,"Contemporary, European Literature-British Literature, Fiction, Literature, Short Stories"
3532,"Classics, Cultural-Russia, Fiction, Literature-Russian Literature, Romance"
3559,"Autobiography-Memoir, Cultural-Israel, Cultural-Lebanon, History, Literature-Jewish, Nonfiction, Politics, Travel, War, Writing-Journalism"
3562,"Childrens, Childrens-Middle Grade, Classics, Cultural-Canada, Fiction, Historical, Historical-Historical Fiction, Romance, Young Adult, Young Adult-Coming Of Age"
3579,"Childrens, Childrens-Middle Grade, Classics, Cultural-Canada, Fiction, Historical, Historical-Historical Fiction, Literature, Romance, Young Adult"
3581,"Classics, Fiction, Mystery, Short Stories"
3586,"Classics, European Literature-British Literature, Fiction, Literature, Mystery, Mystery-Crime, Mystery-Detective, Short Stories, Thriller, Thriller-Mystery Thriller"
3590,"Classics, Fiction, Mystery, Mystery-Crime, Short Stories"
3630,"Adult Fiction, Audiobook, Contemporary, Fiction, Humor, Novels, Romance, Womens Fiction-Chick Lit"
3635,"Business, Christian, Inspirational, Nonfiction, Religion, Religion-Christianity, Religion-Faith, Self Help, Self Help-Personal Development, Spirituality"
3636,"Classics, Fiction, Science Fiction, Science Fiction-Dystopia, Young Adult"
3637,"Academic-School, Classics, Fiction, Historical, Historical-Historical Fiction, Literature-Jewish"
3656,"Cultural-Ireland, European Literature-Irish Literature, Fiction"
3659,"Contemporary, Cultural-Ireland, European Literature-Irish Literature, Fiction, Literary Fiction, Literature, Literature-20th Century, Mystery, Mystery-Crime, Novels"
3677,"Classics, Cultural-Italy, European Literature-British Literature, Fiction"
3679,"Contemporary, Fiction, Novels"
3682,"Fantasy, Fiction, Historical, Historical-Historical Fiction, Young Adult"
3685,"Animals, Childrens, Classics, Fiction, Young Adult"
3686,"Autobiography-Memoir, Biography, Nonfiction"
3690,"Classics, Fiction, Historical-Historical Fiction, Literature, Religion"
3692,"Classics, Cultural-Africa, Fiction, Literature, Novels"
3698,"Classics, Fiction, Historical-Historical Fiction, Literature, War"
3710,"Contemporary, Fiction, Literary Fiction, Literature, Novels"
3711,"Contemporary, Fiction, Literary Fiction, Novels"
3717,"Autobiography-Memoir, Biography, Contemporary, Humor, Literature, Literature-American, Nonfiction, Short Stories, Writing-Essays, Writing-Journalism"
3750,"Adventure, Fiction, Mystery, Spy Thriller-Espionage, Thriller"
3757,"Adventure, Fiction, Mystery, Spy Thriller-Espionage, Thriller"
3758,"Adventure, Audiobook, Classics, Fiction, Mystery, Mystery-Crime, Novels, Spy Thriller-Espionage, Thriller, Thriller-Mystery Thriller"
3759,"Adventure, Fiction, Mystery, Spy Thriller-Espionage, Thriller"
3760,"Adventure, Fiction, Mystery, Spy Thriller-Espionage, Thriller"
3762,"Adventure, Fiction, Mystery, Spy Thriller-Espionage, Thriller"
3763,"Adventure, Fiction, Mystery, Spy Thriller-Espionage, Thriller"
3764,"Fiction, Mystery, Spy Thriller-Espionage, Thriller"
3782,"Childrens, Classics, Fiction"
3783,"Childrens, Classics, Fiction"
3788,"Childrens, Fiction, Historical, Young Adult"
3789,"Childrens, Classics, Fiction, Young Adult"
3797,"Childrens, Cultural-Japan, Fantasy, Fiction"
3805,"Contemporary, Fiction, Novels"
3830,"Fiction, Mystery, Mystery-Crime"
3832,"European Literature-British Literature, Fiction, Mystery, Mystery-Crime, Mystery-Detective, Thriller-Mystery Thriller"
3833,"Audiobook, European Literature-British Literature, Fiction, Mystery, Mystery-Crime, Mystery-Detective, Mystery-Murder Mystery, Novels, Suspense, Thriller-Mystery Thriller"
3836,"Classics, European Literature-Spanish Literature, Fiction, Literature"
3858,"Autobiography-Memoir, Biography, Cultural-India, Nonfiction, Travel"
3867,"Contemporary, Fiction, Historical-Historical Fiction, Romance"
3869,"Audiobook, Classics, History, Nonfiction, Philosophy, Science, Science-Astronomy, Science-Physics, Science-Popular Science, Space"
3872,"Academic-Read For School, Academic-School, Audiobook, Food and Drink, Food and Drink-Food, Historical, History, History-Microhistory, History-World History, Nonfiction"
3873,"History, Nonfiction, Philosophy, Religion, Religion-Christianity, Religion-Faith, Religion-Islam, Religion-Judaism, Religion-Theology, Spirituality"
3876,"Classics, Fiction, Literature, Novels"
3895,"Food and Drink-Cookbooks, Food and Drink-Cooking, Food and Drink-Food, Nonfiction"
3921,"Adult, Contemporary, Fiction, Romance, Womens Fiction-Chick Lit"
3943,"Fiction, Science Fiction, Space-Space Opera"
3972,"Fantasy, Fiction, Science Fiction"
3973,"Fantasy, Fiction, Science Fiction"
3974,"Fantasy, Fiction, Historical, Historical-Historical Fiction, Horror, Thriller"
3977,"Adventure, Audiobook, Fantasy, Fiction, Science Fiction, Science Fiction Fantasy, Science Fiction-Time Travel, Space, Space-Space Opera, Speculative Fiction"
3978,"Fantasy-Paranormal, Fantasy-Supernatural, Fiction, Horror, Mystery, Paranormal-Ghosts"
3979,"Fantasy, Fiction, Horror, Thriller"
3980,"Childrens, Childrens-Middle Grade, Fiction, Mystery, Young Adult"
3985,"Contemporary, Fiction, Historical, Historical-Historical Fiction, Literary Fiction, Literature, Literature-Jewish, New York, Novels, Sequential Art-Comics"
4004,"Fiction, Philosophy, Spirituality"
4006,"Fiction, Philosophy, Spirituality"
4008,"Fiction, Novels, Philosophy"
4009,"Classics, Fiction, Literature, Literature-American, Short Stories"
4031,"Contemporary, Fiction, Horror, Mystery, Suspense, Thriller"
4035,"Fiction, Mystery, Mystery-Crime, Thriller, Thriller-Legal Thriller"
4042,"Humor, Nonfiction, Politics"
4069,"Autobiography-Memoir, History, Nonfiction, Philosophy, Psychology, Self Help"
4099,"Computer Science-Programming, Computer Science-Software, Computer Science-Technical, Nonfiction, Science-Computer Science, Science-Technology"
4117,"Childrens, Childrens-Middle Grade, Fantasy, Fiction, Young Adult"
4136,"Autobiography-Memoir, Humor, Nonfiction, Short Stories, Writing-Essays"
4137,"Audiobook, Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Humor, Humor-Comedy, Nonfiction, Short Stories, Writing-Essays"
4138,"Autobiography-Memoir, Humor, Nonfiction, Short Stories, Writing-Essays"
4143,"Autobiography-Memoir, Humor, Humor-Comedy, Nonfiction, Short Stories, Writing-Essays"
4171,"History, Nonfiction, Sports-Baseball, Sports-Sports"
4191,"Fiction, Historical-Historical Fiction, Mystery, Mystery-Crime, Mystery-Noir"
4214,"Adventure, Classics, Fantasy, Fiction"
4264,"Biography Memoir, Contemporary, European Literature-British Literature, Fiction, Football, Humor, Humor-Comedy, Novels, Soccer, Sports-Sports"
4268,"Contemporary, European Literature-British Literature, Fiction, Humor"
4271,"Contemporary, Fiction, Humor"
4318,"Academic-School, Cultural-France, European Literature-French Literature, Fiction"
4325,"Contemporary, Fiction, Romance, Young Adult"
4330,"Fantasy, Science Fiction"
4338,"Autobiography-Memoir, Biography, Biography-Autobiography, Nonfiction, Writing-Journalism"
4339,"History, Nonfiction, War, Writing-Journalism"
4341,"Fiction, Horror"
4360,"Autobiography-Memoir, Biography, Biography-Autobiography, History, Military-Military History, Nonfiction, Politics, War, War-Military Fiction, Writing-Journalism"
4364,"Asian Literature-Indian Literature, Cultural-India, History, Nonfiction, Travel"
4373,"Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Cultural-Asia, Historical, History, Nonfiction, Politics, War"
4390,"Classics, European Literature-Spanish Literature, Fiction, Literature-Latin American Literature, Magical Realism, Short Stories"
4392,"Autobiography-Memoir, Biography, Biography-Autobiography, Nonfiction"
4395,"Classics, Fiction, Historical-Historical Fiction, Literature"
4406,"Classics, Fiction, Historical-Historical Fiction, Literature"
4424,"Biography, History, Nonfiction, North American Hi...-American History, Politics, Politics-Presidents"
4451,"Nonfiction, Philosophy, Psychology, Religion, Self Help, Spirituality"
4473,"Classics, Contemporary, Fiction, Literature"
4477,"Autobiography-Memoir, Health, Health-Medicine, Medical, Nonfiction, Science"
4485,"Contemporary, European Literature-German Literature, Fiction"
4488,"Contemporary, Fiction, Humor, Romance, Womens Fiction-Chick Lit"
4507,"Autobiography-Memoir, Biography, Biography Memoir, Health-Mental Health, Nonfiction, Psychology"
4515,"Fantasy, Fiction, Horror, Mystery, Young Adult"
4516,"Fantasy, Fiction, Gothic, Horror, Mystery, Young Adult"
4519,"Education, Nonfiction, Social Issues-Poverty, Sociology, Teaching"
4530,"Fiction, Humor, Mystery, Romance, Womens Fiction-Chick Lit"
4538,"Childrens, Childrens-Middle Grade, Fiction, Realistic Fiction, Young Adult"
4580,"Fantasy, Fiction, Science Fiction, Young Adult"
4588,"Contemporary, Fiction, Historical-Historical Fiction"
4591,"Biology-Evolution, Biology-Genetics, Nonfiction, Science, Science-Biology"
4599,"Fantasy-Magic, Fiction, Historical, Historical-Historical Fiction, Mystery"
4605,"Academic-Academia, Contemporary, Fiction, Humor, Literary Fiction"
4625,"Classics, Fiction, Literature, Short Stories"
4630,"Classics, Fiction, Literature"
4631,"Autobiography-Memoir, Biography, Biography Memoir, Biography-Autobiography, Classics, Cultural-France, Literature, Literature-American, Nonfiction, Travel"
4633,"Classics, Fiction, Literature"
4645,"Classics, Fiction, Literature, Short Stories"
4648,"Classics, Cultural-Spain, Literature, Nonfiction"
4652,"Classics, Fiction, Literature, Short Stories"
4656,"Contemporary, Fiction, Literature"
4659,"Contemporary, Fiction"
4660,"Fiction, Literary Fiction, Novels"
4662,"Classics, Fiction, Literature, Short Stories"
4671,"Academic-Read For School, Academic-School, Classics, Fiction, Historical-Historical Fiction, Literature, Literature-American, Novels, Romance, Young Adult-High School"
4685,"Autobiography-Memoir, Biography, Education, Law, Nonfiction"
4687,"Adult Fiction, Classics, Contemporary, Fiction, Historical, Historical-Historical Fiction, Literary Fiction, Literature, Literature-American, Novels"
4692,"Fiction, Historical, Historical-Historical Fiction"
4696,"Cultural-Spain, European Literature-German Literature, Fiction, Historical, Historical-Historical Fiction, Literature-Jewish, Novels, Religion, Religion-Judaism, Romance-Historical Romance"
4701,"Contemporary, Fiction, Humor"
4708,"Classics, Fiction, Literature"
4723,"American-Americana, Classics, Fiction, Literature-20th Century"
4796,"Classics, Classics-Classic Literature, Fiction, Literary Fiction, Literature, Literature-20th Century, Literature-American, Nobel Prize, Novels, The United States Of America"
4798,"Biography, Biography Memoir, History, Nonfiction"
4799,"Classics, Fiction, Historical-Historical Fiction, Literature"
4806,"Biography, Historical, History, Nonfiction, Science, Science-Geography, Science-History Of Science, Science-Popular Science, Science-Technology, Travel"
4813,"Cultural-Asia, Cultural-China, Historical, History, Nonfiction"
4820,"Historical, History, Nonfiction, North American Hi...-American History"
4830,"Cultural-India, Fiction, Historical-Historical Fiction, Literature, Magical Realism"
4831,"Cultural-India, Fiction, Literature, Magical Realism"
4835,"Childrens, Cultural-India, Fantasy, Fiction, Magical Realism, Young Adult"
4845,"Computer Science-Programming, Computer Science-Software, Computer Science-Technical, Nonfiction, Science-Computer Science, Science-Technology"
4855,"Classics, Nonfiction, Philosophy, Productivity, Self Help"
4865,"Audiobook, Business, Classics, Language-Communication, Leadership, Nonfiction, Psychology, Relationships, Self Help, Self Help-Personal Development"
4866,"Audiobook, Business, Health, Inspirational, Leadership, Nonfiction, Philosophy, Psychology, Self Help, Self Help-Personal Development"
4868,"Business, Inspirational, Language-Communication, Leadership, Nonfiction, Psychology, Reference, Relationships, Self Help, Self Help-Personal Development"
